ID,Question
B001,医師の指示があっても採血できない職種はどれか。 ａ 看護師 ｂ 助産師 ｃ 保健師 ｄ 薬剤師 ｅ 臨床検査技師
B002,腹部骨盤部の触診で正しいのはどれか。 ａ 肝臓は、双手診で裏面を触知する。 ｂ 膵臓は、深呼気時に触知する。 ｃ 腎臓は、深吸気時に上極を触知する。 ｄ 膀胱は、直腸指診で背側に触知する。 ｅ 前立腺は、直腸指診で腹側に触知する。
B003,2 歳児のけいれんの原因で最も頻度が高いのはどれか。 ａ 急性脳症 ｂ てんかん ｃ 細菌性髄膜炎 ｄ 熱性けいれん ｅ 憤怒けいれん〈泣き入りひきつけ〉
B004,腹膜炎の所見でないのはどれか。 ａ 反跳痛 ｂ 筋性防御 ｃ 打診による圧痛 ｄ 踵下ろし試験陽性 ｅ Courvoisier 徴候陽性
B005,静脈留置針による末梢静脈路の確保手技で誤っているのはどれか。 ａ 穿刺前に皮膚を消毒する。 ｂ 皮膚面に 15～30 度の角度で穿刺する。 ｃ 血液の流出を確認後に内針とカテーテル（外筒）を少し進める。 ｄ 駆血帯を外してから内針を抜去する。 ｅ 抜去した内針はリキャップをする。
B006,インシデントレポートで正しいのはどれか。 ａ 保健所に提出する。 ｂ 改善策の記述を含める。 ｃ 作成するのは患者である。 ｄ 内容を医療機関のホームページで公開する。 ｅ 提出レポート数が少ない医療機関は安全度が高い。
B007,膝関節 MRI の T2 強調像で筋肉より高信号になるのはどれか。 ａ 腱 ｂ 靱 帯 ｃ 関節液 ｄ 骨皮質 ｅ 半月板
B008,正常の頸部診察で触知が困難な組織はどれか。 ａ 顎下腺 ｂ 頸動脈 ｃ 副甲状腺 ｄ 輪状軟骨 ｅ 胸鎖乳突筋
B009,ランダム化比較試験〈RCT〉で正しいのはどれか。 ａ 観察研究である。 ｂ 外的妥当性が高い研究である。 ｃ 未測定の交絡因子に対応できない。 ｄ 有病率の低い疾患の研究に適している。 ｅ 症例対照研究よりエビデンスレベルが高い。
B010,リハビリテーションで誤っているのはどれか。 ａ 発症後早期に開始する。 ｂ 患者の社会参加を支援する。 ｃ 患者の生活機能の改善を目指す。 ｄ 患者の目標を多職種で共有する。 ｅ 患者の機能障害の固定を目標とする。
B011,臨床研究における患者・市民参画で誤っているのはどれか。 ａ 研究初期からパートナーとして参画する。 ｂ 研究で知り得た情報を公開する権利がある。 ｃ 研究対象者の負担が軽減されるように助言する。 ｄ 研究倫理審査委員会へ一般の立場の委員として参加する。 ｅ 研究に関連する文書が分かりやすい表現になるように助言する。
B013,Which of the following clinical conditions occurs in patients acutely after severe burns? ａ polyuria ｂ hyperlipidemia ｃ hypovolemic shock ｄ venous thrombosis ｅ compartment syndrome
B014,飲酒がリスクファクターとならないのはどれか。 ａ 食道癌 ｂ 認知症 ｃ 骨粗鬆症 ｄ Wernicke 脳症 ｅ 慢性閉塞性肺疾患〈COPD〉
B015,高齢者のポリファーマシーの原因で誤っているのはどれか。 ａ 多疾患の併存 ｂ 処方日数の短期化 ｃ 複数医療機関からの処方 ｄ 薬剤自己管理能力の低下 ｅ 医療機関と薬局の連携の欠如
B016,体液量に占める細胞外液量の割合が最も高いのはどれか。 ａ 新生児 ｂ 乳 児 ｃ 幼 児 ｄ 学 童 ｅ 成 人
B017,診断の除外に有用なのはどれか。 ａ 感度の高い検査が陽性のとき ｂ 感度の高い検査が陰性のとき ｃ 特異度の高い検査が陽性のとき ｄ 特異度の高い検査が陰性のとき ｅ 感度/（1-特異度）が 1 より大きいとき
B019,解釈モデルを知るための質問で適切でないのはどれか。 ａ 「症状をあげていただけますか」 ｂ 「どんな治療が必要になるとお考えですか」 ｃ 「病気が治ったら生活はどう変わりますか」 ｄ 「原因について思い当たることはありますか」 ｅ 「病気があることでどのようにお困りですか」
B020,妄想はどれか。 ａ 「床に小さな虫が沢山見えます」 ｂ 「母親の声で名前を呼ばれるのが聞こえます」 ｃ 「盗聴器を体に埋め込まれて監視されています」 ｄ 「腹の中にあるゴムの球が動き回るのを感じます」 ｅ 「何を食べても砂を嚙んでいるようでおいしくないです」
B021,術前診察時の患者情報と周術期のリスクとの組合せで誤っているのはどれか。 ａ 喫 煙 術後無気肺 ｂ 開口障害 気道確保困難 ｃ 大量飲酒 肺塞栓症 ｄ 抗凝固薬服用中 止血困難 ｅ バナナ摂取後の蕁麻疹 ラテックスアレルギー
B022,身体診察所見と病態・疾患の組合せで正しいのはどれか。 ａ えくぼ徴候 女性化乳房 ｂ Kernig 徴候 髄膜炎 ｃ Chvostek 徴候 胸水貯留 ｄ Blumberg 徴候 停留精巣 ｅ Grey-Turner 徴候 尿路結石
B023,医療事故調査制度で正しいのはどれか。 ａ 刑法に規定されている。 ｂ 警察に通報してから調査を開始する。 ｃ 診療に起因した死亡全てが対象となる。 ｄ 医療の安全の確保に資することを目的とする。 ｅ 調査が終了するまで、医療機関は事故の説明を遺族にしてはならない。
B024,社交〈社会〉不安障害の訴えで特徴的なのはどれか。 ａ 「MRI 検査が怖い」 ｂ 「世間の人々から嫌われている」 ｃ 「明日にも何か大変なことが起こる」 ｄ 「知らない人と会うと非常に緊張する」 ｅ 「外出時、自宅に鍵をかけたか数十回確認する」
B025,16 歳未満を対象にした臨床研究を行う。 対象者の理解力に合わせて説明し、研究への賛意を得るのはどれか。 ａ オプトアウト ｂ パターナリズム ｃ リビングウィル ｄ セカンドオピニオン ｅ インフォームド・アセント
B026,54 歳の女性。糖尿病の定期診察で受診している。既往歴に特記すべきことはな い。専業主婦。喫煙歴はない。飲酒は機会飲酒。51 歳で閉経。家族歴に特記すべ きことはない。身長 158 cm、体重 80 kg。BMI 31.3。体温 36.2 ℃。脈拍 72/分、 整。血圧 126/78 mmHg。呼吸数 18/分。身体所見に異常を認めない。空腹時血糖 は 180～220 mg/dL、HbA1c は 8 ～10 %（基準 4.9～6.0）で推移しており、改善傾 向はない。体重は 2 年間で 5 kg 増加した。外来担当医は血糖降下薬を推奨したが、 患者は毎回「次回までに体重を必ず減らせるから、薬は始めたくない」と断ってい る。ただし、通院を継続する意思はある。 この患者への声かけで適切でないのはどれか。 ａ 「どのような治療なら実践可能だと思いますか」 ｂ 「どのようなことを治療の目標と考えていますか」 ｃ 「改めて薬を始めたくない理由をお話しいただけますか」 ｄ 「いまの糖尿病の状態が続くと、どうなると考えていますか」 ｅ 「薬を始めないのであれば、他の医療機関を受診していただけますか」
B027,72 歳の男性。不眠を主訴に来院した。 1 年前から肺癌の治療を受けている。 6 か月前に腰椎転移を指摘され、歩行、階段昇降および重い荷物を持ち上げた時に腰 痛を自覚した。 1 か月前から立作業の時にも時々軽い腰痛が出現した。 1 週間前か ら痛みのため寝つきが悪くなり、睡眠不足を解消して欲しいと訴えている。 まず仏痛緩和の目標とする痛みはどれか。 ａ 歩行時の痛み ｂ 立位時の痛み ｃ 階段昇降時の痛み ｄ 睡眠を妨げる痛み ｅ 重い荷物を持ち上げる時の痛み
B028,75 歳の女性。 1 か月前に骨転移を伴う進行肺小細胞癌と診断された。薬物によ る抗癌治療などの積極的な治療は実施せず、家で穏やかに過ごしたいという本人の 希望で在宅療養している。患者は月に 2 回の訪問診療を受け、癌性仏痛緩和目的で 数種類の内服薬を服用している。独居だが自宅では自立的な生活を維持している。 本日、担当医が定期の訪問診療に訪れたところ患者から「市販のサプリメントを 服用したい」と強い申し出があった。 対応で誤っているのはどれか。 ａ 患者の思いを丁寧に聞く。 ｂ 医療チームで情報共有する。 ｃ 費用負担について確認する。 ｄ この患者への診療をさし控える。 ｅ サプリメントに関する医療情報を収集する。
B029,64 歳の男性。夜間の盗汗、微熱および持続する咳嗽を主訴に来院した。 4 年前 から関節リウマチで疾患修飾性抗リウマチ薬〈DMARD〉及び生物学的製剤で治療中 である。 1 か月前から夜間の盗汗、微熱および咳嗽が出現した。症状が持続するた め自宅近くの診療所を受診した。心音と呼吸音とに異常を認めない。胸部エックス 線写真で右上肺野に空洞陰影を認めた。 この患者で空気感染予防策の必要性を判断する検査はどれか。 ａ 喀痰抗酸菌染色 ｂ 喀痰抗酸菌培養 ｃ ツベルクリン反応 ｄ 気管支肺胞洗浄〈BAL〉培養 ｅ 結核菌特異的全血インターフェロンガンマ遊離測定法〈IGRA〉
B030,40 歳の男性。職場の健康診断で異常を指摘され来院した。持参した健康診断の 結果は、BMI 31、HbA1c 7.0 %（基準 4.9～6.0）であった。身長 168 cm、体重 90 kg。問診の際、最近、父親が糖尿病による末期腎不全で血液透析を受けるように なったこともあり減量したいが、仕事が忙しいので運動する時間がなく、外食が多 くなってしまうとの話があった。 この患者の行動変容ステージで有効な声がけはどれか。 ａ 「このままだと将来、血液透析が必要になります」 ｂ 「本気で減量したくなったら受診してください」 ｃ 「どうすれば体重を減らせると思いますか」 ｄ 「半年で 5 kg の減量を頑張りましょう」 ｅ 「毎日 30 分間歩きましょう」
B031,1 か月の男児。不機嫌と哺乳不良とを主訴に両親に連れられて来院した。昨夜か ら機嫌が悪く、約 50 % 哺乳量が減少したため夜間救急外来を受診した。周産期に 異常はない。意識は清明。①体温 37.1 ℃。②心拍数 120/分、整。③血圧 80/50 mmHg。④呼吸数 36/分。顔色はやや不良。大泉門は平坦。頸部にリンパ節を触知 しない。心音と呼吸音とに異常を認めない。腹部は軟である。⑤毛細血管再充満時 間 4 秒。 下線部のうち、迅速な対応を要する所見はどれか。 ａ ① ｂ ② ｃ ③ ｄ ④ ｅ ⑤
B032,78 歳の女性。軽度の腰痛を主訴に来院した。昨年までは朝と夕とに 1 日 30 分程 度のウォーキングをしていたが、最近、15 分くらいしか歩行できなくなり、自宅 でつまずくことが多くなった。膝の痛みはないが、軽度の腰痛があるため受診し た。生来健康であり既往歴に特記すべきことはない。喫煙歴はない。飲酒はビール 350 mL/日を週に 3 回。身長 153 cm、体重 57 kg。BMI 24.4。神経診察で異常を認 めない。腰椎エックス線写真で軽度の変形性脊椎症の所見を認めた。 この患者に対する指導で適切なのはどれか。 ａ 「禁酒をしましょう」 ｂ 「外出は控えましょう」 ｃ 「体重を減らしましょう」 ｄ 「腰痛が治まるまでベッド上で安静にしましょう」 ｅ 「転倒に気をつけて片足立ちやスクワットをしましょう」
B033,74 歳の男性。食物のつかえ感を主訴に来院した。 3 か月前から食事中のつかえ 感を自覚したが、徐々に増悪し食事摂取が困難になったため受診した。意識は清 明。身長 170 cm、体重 46 kg（ 3 か月で 10 kg 減少）。体温 37.0 ℃。脈拍 64/分、 整。血圧 100/56 mmHg。呼吸数 14/分。SpO2 96 %（room air）。皮膚は乾燥してい る。眼瞼結膜に貧血を認める。眼球結膜に黄染を認めない。口腔内は乾燥してい る。頸部リンパ節を触知しない。心音と呼吸音とに異常を認めない。腹部は平坦、 軟で、肝・脾を触知しない。上部消化管内視鏡検査で中部食道に腫瘍があり、内視 鏡下生検の病理検査で扁平上皮癌と診断された。経口摂取が困難なため、経管栄養 を行うこととした。胃管を鼻翼から 55 cm まで挿入し、間欠的な経管栄養を開始 した。翌日、経管栄養再開前に胃管が 30 cm 抜けていることに看護師が気付き主 治医に報告した。 経管栄養再開前の対応で適切なのはどれか。 ａ そのまま再開する。 ｂ 胃管を 55 cm まで挿入し再開する。 ｃ 胃管を 55 cm まで挿入し心窩部で空気注入音を聴取し再開する。 ｄ 胃管を 55 cm まで挿入し水を注入して胃管の開通を確認し再開する。 ｅ 胃管を 55 cm まで挿入し胸部エックス線写真で胃管先端が胃内にあること を確認し再開する。
B035,38 歳の男性。交通外傷後の右胸部痛と呼吸困難とを主訴に救急車で搬入された。 乗用車運転中に中央分離帯に正面衝突し胸部を強打した。意識は清明。体温 35.4 ℃。心拍数 108/分、整。血圧 88/60 mmHg。呼吸数 28/分。SpO2 88 %（リザー バー付マスク 10 L/分 酸素投与下）。瞳孔径は両側 4 mm で対光反射は正常であ る。発声は可能で口腔内分泌物はない。毛細血管再充満時間 3 秒である。皮膚には 冷汗と湿潤を認める。頸静脈の怒張がみられる。右胸部は視診で胸郭膨隆、触診で 皮下気腫、打診で鼓音および聴診で呼吸音減弱を認める。心音に異常を認めない。 直ちに行うべき治療はどれか。 ａ 胸腔穿刺 ｂ 低体温療法 ｃ 浸透圧利尿薬投与 ｄ 乳酸リンゲル液大量投与 ｅ 非侵襲的陽圧換気〈NPPV〉
B037,32 歳の女性。頸部リンパ節腫大を主訴に来院した。 3 週間前から左頸部の腫れ に気付いていた。その後、右頸部も腫れてきたので受診した。発熱、体重減少およ び盗汗はない。生来健康。ペット飼育歴とアレルギー歴はない。夫は 3 か月前、陰 茎に無痛性潰瘍があり治療歴がある。意識は清明。身長 168 cm、体重 61 kg。体温 36.7 ℃。脈拍 78/分、整。血圧 106/68 mmHg。呼吸数 16/分。SpO2 100 %（room air）。手掌と足底にびまん性の一部癒合した径 3 mm の紅斑・丘疹を認める。口腔 内には潰瘍性病変を認めない。咽頭は発赤を認めない。左頸部に径 5 cm の可動性 があり、柔軟なリンパ節を 1 個触知する。右頸部にも同様に径 3 cm のリンパ節腫 大を 1 個触知する。心音と呼吸音とに異常を認めない。腹部に肝・脾を触知しな い。 最も適切な治療薬はどれか。 ａ 抗真菌薬 ｂ 抗ウイルス薬 ｃ セフェム系薬 ｄ ペニシリン系薬 ｅ カルバペネム系薬
B038,72 歳の女性。脳梗塞で入院治療し、リハビリテーション後に自宅退院して 3 か 月が経過した。現在は①マンションに一人暮らしをしている。右上下肢に軽度の運 動麻痺が残存し、②長距離を歩くことができない。入院前は③おしゃべり好きで俳 句教室に通うのが趣味であったが、俳句教室の入口の④階段を昇ることができない ため最近は通っていない。退院してから⑤家に閉じこもりがちになっている。 下線部のうち、国際生活機能分類〈ICF〉の参加制約に分類されるのはどれか。 ａ ① ｂ ② ｃ ③ ｄ ④ ｅ ⑤
B039,"25 歳の男性。尿量減少を主訴に来院した。 1 週間前に家族から顔のむくみを指 摘された。 3 日前から尿量が減少したため受診した。生来健康である。身長 177 cm、体重 74 kg。脈拍 72/分、整。血圧 108/64 mmHg。両眼瞼に浮腫を認める。 胸腹部に異常を認めない。両下腿に圧痕性浮腫を認める。尿所見：蛋白 4 ＋、糖 （－）、潜血（－）、蛋白定量 1,540 mg/dL（基準 15～45）、クレアチニン定量 70 mg/dL、Na 15 mEq/L。血液所見：赤血球 632 万、Hb 19.1 g/dL、Ht 55 %。血液 生化学所見：総蛋白 3.6 g/dL、アルブミン 1.2 g/dL、尿素窒素 40 mg/dL、クレ アチニン 1.9 mg/dL、尿酸 7.6 mg/dL、総コレステロール 521 mg/dL、Na 131 mEq/L、K 4.7 mEq/L、Cl 100 mEq/L。 次に行うべき検査はどれか。 ａ 膀胱鏡検査 ｂ レノグラム ｃ 腹部造影 CT ｄ 腹部超音波検査 ｅ 腹部エックス線撮影"
B040,38 歳の初産婦（ 1 妊 0 産）。妊娠 32 週に上腹部痛のため来院した。来院前日から 頭痛、眼のちかちかする感じ（眼華閃発）、心窩部不快感、手指のこわばり、全身の 浮腫および尿量減少を自覚し、本日は上腹部から右季肋部にかけての仏痛、倦怠感 および悪心を訴えている。脈拍 84/分、整。血圧 156/102 mmHg。胎児心拍数陣痛 図では異常を認めない。 この患者で低下していることが予測されるものはどれか。 ａ LD ｂ AST ｃ 血小板数 ｄ ヘマトクリット値 ｅ 尿蛋白/クレアチニン比
B041,"次の文を読み、41、42 の問いに答えよ。 65 歳の女性。異常行動のため救急車で搬入された。 現病歴 ： 1 週間前から便秘があった。数日前に買い物から帰宅した際、買ったも のをゴミ箱に捨てたりお金をばらまくなどの行動があった。今朝からぼんやりとし て呼びかけに反応が鈍いため夫が救急車を要請した。 既往歴 ： 2 型糖尿病と脂肪肝のため自宅近くの診療所に通院し、DPP-4 阻害薬 を内服している。 家族歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴と飲酒歴はない。 現 症 ： うとうとしているが呼びかけで目を開け会話ができる。身長 154 cm、 体重 72 kg。BMI 30.4。体温 36.4 ℃。心拍数 80/分、整。血圧 104/64 mmHg。呼 吸数 16/分。SpO2 98 %（room air）。眼球結膜に黄染を認める。甲状腺腫と頸部リ ンパ節とを触知しない。前胸部にくも状血管拡張と手掌紅斑とを認める。心音と呼 吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。脾臓を左肋骨弓下 に 1 cm 触知する。下腿に浮腫を認めない。 検査所見 ： 血液所見：赤血球 396 万、Hb 12.1 g/dL、白血球 3,800、血小板 10 万、PT-INR 1.0（基準 0.9～1.1）。血液生化学所見：総蛋白 7.0 g/dL、アルブミン 3.4 g/dL、総ビリルビン 3.7 mg/dL、AST 74 U/L、ALT 52 U/L、γ-GT 63 U/L（基 準 9 ～32）、コリンエステラーゼ 150 U/L（基準 201～421）、アンモニア 180 μg/dL （基準 18～48）、尿素窒素 12 mg/dL、クレアチニン 0.6 mg/dL、血糖 148 mg/dL、 HbA1c 7.6 %（基準 4.9～6.0）、Na 142 mEq/L、K 3.8 mEq/L、Ca 8.8 mg/dL。 頭部単純 CT で異常を認めない。 41 この患者にみられる神経所見はどれか。 ａ 筋強剛 ｂ 企図振戦 ｃ 項部硬直 ｄ Barré 徴候 ｅ 固定姿勢保持困難〈asterixis〉"
B042,"次の文を読み、41、42 の問いに答えよ。 65 歳の女性。異常行動のため救急車で搬入された。 現病歴 ： 1 週間前から便秘があった。数日前に買い物から帰宅した際、買ったも のをゴミ箱に捨てたりお金をばらまくなどの行動があった。今朝からぼんやりとし て呼びかけに反応が鈍いため夫が救急車を要請した。 既往歴 ： 2 型糖尿病と脂肪肝のため自宅近くの診療所に通院し、DPP-4 阻害薬 を内服している。 家族歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴と飲酒歴はない。 現 症 ： うとうとしているが呼びかけで目を開け会話ができる。身長 154 cm、 体重 72 kg。BMI 30.4。体温 36.4 ℃。心拍数 80/分、整。血圧 104/64 mmHg。呼 吸数 16/分。SpO2 98 %（room air）。眼球結膜に黄染を認める。甲状腺腫と頸部リ ンパ節とを触知しない。前胸部にくも状血管拡張と手掌紅斑とを認める。心音と呼 吸音とに異常を認めない。腹部は平坦、軟で、肝を触知しない。脾臓を左肋骨弓下 に 1 cm 触知する。下腿に浮腫を認めない。 検査所見 ： 血液所見：赤血球 396 万、Hb 12.1 g/dL、白血球 3,800、血小板 10 万、PT-INR 1.0（基準 0.9～1.1）。血液生化学所見：総蛋白 7.0 g/dL、アルブミン 3.4 g/dL、総ビリルビン 3.7 mg/dL、AST 74 U/L、ALT 52 U/L、γ-GT 63 U/L（基 準 9 ～32）、コリンエステラーゼ 150 U/L（基準 201～421）、アンモニア 180 μg/dL （基準 18～48）、尿素窒素 12 mg/dL、クレアチニン 0.6 mg/dL、血糖 148 mg/dL、 HbA1c 7.6 %（基準 4.9～6.0）、Na 142 mEq/L、K 3.8 mEq/L、Ca 8.8 mg/dL。 頭部単純 CT で異常を認めない。 42 治療で適切なのはどれか。 ａ 新鮮凍結血漿の輸血 ｂ 50 % ブドウ糖の静注 ｃ 生理食塩水の点滴静注 ｄ アルブミン製剤の点滴静注 ｅ 分岐鎖アミノ酸製剤の点滴静注"
B043,次の文を読み、43、44 の問いに答えよ。 70 歳の男性。自転車で転倒したため救急車で搬入された。 現病歴 ： 自転車で走行中に転倒し、右側頭部を打撲した。ヘルメットは装着して いなかった。通行人が 119 番に通報し、救急車を要請した。救急隊接触時の意識レ ベルは GCS14（E3V5M6）であった。 既往歴 ： 58 歳から高血圧症で降圧薬を服用中である。 生活歴 ： 喫煙歴はなく、飲酒は機会飲酒。妻と 2 人暮らし。 家族歴 ： 父親は 80 歳時に急性心筋梗塞で死亡。母親は 95 歳で生来健康。 現 症 ： 受傷 30 分後、搬入時の意識レベルは GCS8（E2V2M4）。身長 163 cm、 体重 60 kg。体温 36.7 ℃。心拍数 80/分、整。血圧 148/92 mmHg。呼吸数 22/分。 SpO2 93 %（リザーバー付マスク 10 L/分 酸素投与下）。心音に異常を認めない。 呼吸音に左右差を認めないが、舌根が沈下し、いびき様の呼吸をしている。瞳孔は 右 4 mm、左 3 mm、対光反射は右側で遅延している。右側頭部と右手背部に擦過 傷を認める。外見上、他に目立った外傷は認めないが、左不全片麻痺を認める。 検査所見 ： 迅速簡易超音波検査〈FAST〉では異常を認めない。 43 優先すべき対応で適切なのはどれか。 ａ 気管挿管 ｂ 胸腔穿刺 ｃ 緊急ペーシング ｄ 脳室ドレナージ ｅ 中心静脈カテーテル留置
B047,"次の文を読み、47、48 の問いに答えよ。 36 歳の男性。胸部異常陰影を指摘され来院した。 現病歴 ： 職場の健康診断で胸部異常陰影を指摘され、精査目的で受診した。咳と 血痰の自覚はない。 既往歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴はない。飲酒は機会飲酒。健康な妻と 2 歳の息子との 3 人暮ら し。 家族歴 ： 父親が 60 歳時に肺癌の手術を受けた。 現 症 ： 意識は清明。身長 176 cm、体重 68 kg。体温 36.8 ℃。脈拍 68/分、整。 血圧 126/68 mmHg。呼吸数 16/分。SpO2 97 %（room air）。頭頸部、胸腹部および 四肢に異常を認めない。 検査所見 ： 血液所見：赤血球 468 万、Hb 14.2 g/dL、Ht 45 %、白血球 7,200、 血小板 26 万。血液生化学所見：AST 26 U/L、ALT 18 U/L、LD 136 U/L（基準 124～222）、尿素窒素 12 mg/dL、クレアチニン 0.5 mg/dL、CEA 36 ng/mL（基準 5 以下）、SCC 0.8 ng/mL（基準 1.5 以下）。CRP 0.02 mg/dL。胸部エックス線写 真で左上肺野の結節影、胸部 CT で左肺上葉の結節影および縦隔リンパ節の腫大を 認める。 左肺腺癌と診断され、 2 週間後から根治的化学放射線療法が予定されている。職業 は会社員で癌の診断後は休職している。 研修医と指導医の会話を示す。 研修医 ： 「この患者さんは、治療中に仕事ができず、収入がなくなることを心 配しています。治療費が支払えないのではないかと言っています」 指導医 ： 「社会保障制度があるから、本人に情報提供したらどうかな」 研修医 ： 「①介護保険、②生活保護、③高額療養費制度、④指定難病医療費助 成制度、⑤ひとり親家庭等医療費助成制度を考えたのですが、いかが でしょうか」 47 下線部のうち、この患者に情報提供する制度で適切なのはどれか。 ａ ① ｂ ② ｃ ③ ｄ ④ ｅ ⑤"
B048,"次の文を読み、47、48 の問いに答えよ。 36 歳の男性。胸部異常陰影を指摘され来院した。 現病歴 ： 職場の健康診断で胸部異常陰影を指摘され、精査目的で受診した。咳と 血痰の自覚はない。 既往歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴はない。飲酒は機会飲酒。健康な妻と 2 歳の息子との 3 人暮ら し。 家族歴 ： 父親が 60 歳時に肺癌の手術を受けた。 現 症 ： 意識は清明。身長 176 cm、体重 68 kg。体温 36.8 ℃。脈拍 68/分、整。 血圧 126/68 mmHg。呼吸数 16/分。SpO2 97 %（room air）。頭頸部、胸腹部および 四肢に異常を認めない。 検査所見 ： 血液所見：赤血球 468 万、Hb 14.2 g/dL、Ht 45 %、白血球 7,200、 血小板 26 万。血液生化学所見：AST 26 U/L、ALT 18 U/L、LD 136 U/L（基準 124～222）、尿素窒素 12 mg/dL、クレアチニン 0.5 mg/dL、CEA 36 ng/mL（基準 5 以下）、SCC 0.8 ng/mL（基準 1.5 以下）。CRP 0.02 mg/dL。胸部エックス線写 真で左上肺野の結節影、胸部 CT で左肺上葉の結節影および縦隔リンパ節の腫大を 認める。 左肺腺癌と診断され、 2 週間後から根治的化学放射線療法が予定されている。職業 は会社員で癌の診断後は休職している。 研修医と指導医の会話を示す。 研修医 ： 「この患者さんは、治療中に仕事ができず、収入がなくなることを心 配しています。治療費が支払えないのではないかと言っています」 指導医 ： 「社会保障制度があるから、本人に情報提供したらどうかな」 研修医 ： 「①介護保険、②生活保護、③高額療養費制度、④指定難病医療費助 成制度、⑤ひとり親家庭等医療費助成制度を考えたのですが、いかが でしょうか」 48 この患者が利用できる社会保障制度の説明を依頼すべき職種で最も適切なのはど れか。 ａ 看護師 ｂ 公認心理師 ｃ 介護支援専門員 ｄ 精神保健福祉士 ｅ 医療ソーシャルワーカー"
